Average_Cost_for_two,Table_booking,Online_delivery,delivering_now,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes
400,No,No,No,1,3.6,Yellow,Good,179
450,No,No,No,1,3.5,Yellow,Good,22
650,No,Yes,No,2,3.7,Yellow,Good,456
900,Yes,Yes,No,2,3.6,Yellow,Good,43
200,No,Yes,No,1,3.7,Yellow,Good,120
700,No,Yes,No,2,3.8,Yellow,Good,230
300,No,Yes,No,1,3.5,Yellow,Good,26
600,No,Yes,No,2,3.5,Yellow,Good,27
50,No,No,No,1,3.6,Yellow,Good,35
500,No,Yes,No,2,3.6,Yellow,Good,76
650,No,No,No,2,3.7,Yellow,Good,177
150,No,No,No,1,3.6,Yellow,Good,99
250,No,Yes,No,1,3.7,Yellow,Good,136
600,No,Yes,No,2,3.5,Yellow,Good,72
600,No,No,No,2,3.5,Yellow,Good,88
200,No,No,No,1,3.8,Yellow,Good,100
500,No,No,No,2,3.6,Yellow,Good,118
700,No,Yes,No,2,3.8,Yellow,Good,603
350,No,No,No,1,3.5,Yellow,Good,149
700,No,Yes,No,2,3.7,Yellow,Good,39
350,No,No,No,1,3.5,Yellow,Good,109
350,No,Yes,No,1,3.5,Yellow,Good,214
350,No,Yes,No,1,3.5,Yellow,Good,64
200,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
450,No,No,No,1,2.3,Red,Poor,32
1000,Yes,No,No,3,2.4,Red,Poor,52
500,No,No,No,2,4,Green,Very Good,841
200,No,No,No,1,4,Green,Very Good,74
1050,Yes,No,No,3,4.3,Green,Very Good,142
2000,No,No,No,4,4.5,Dark Green,Excellent,524
500,No,No,No,2,3.3,Orange,Average,132
1000,No,Yes,No,3,3.1,Orange,Average,18
300,No,No,No,1,3.3,Orange,Average,29
650,No,Yes,No,2,2.5,Orange,Average,120
150,No,No,No,1,3.2,Orange,Average,242
800,No,No,No,2,3.3,Orange,Average,89
1500,No,No,No,3,4.5,Dark Green,Excellent,4986
1500,No,No,No,3,4.6,Dark Green,Excellent,1569
1200,Yes,Yes,No,3,3.8,Yellow,Good,863
600,No,No,No,2,3.9,Yellow,Good,157
2000,Yes,No,No,4,3.6,Yellow,Good,1428
2500,Yes,Yes,No,4,3.6,Yellow,Good,300
1000,No,No,No,3,3.6,Yellow,Good,574
1000,No,No,No,3,3.7,Yellow,Good,243
700,No,Yes,No,2,3.8,Yellow,Good,391
800,No,No,No,2,3.6,Yellow,Good,29
1700,Yes,No,No,3,3.7,Yellow,Good,395
650,No,No,No,2,3.7,Yellow,Good,2860
1700,Yes,Yes,No,3,3.6,Yellow,Good,505
1400,No,Yes,No,3,3.9,Yellow,Good,454
2000,Yes,No,No,4,3.8,Yellow,Good,203
400,No,No,No,1,3.7,Yellow,Good,79
1200,No,No,No,3,3.9,Yellow,Good,287
2100,No,No,No,4,3.8,Yellow,Good,199
450,No,No,No,1,3.5,Yellow,Good,17
2000,Yes,Yes,No,4,3.9,Yellow,Good,372
500,No,Yes,No,2,3.7,Yellow,Good,188
800,No,No,No,2,3.6,Yellow,Good,34
1700,Yes,No,No,3,3.7,Yellow,Good,774
700,No,No,No,2,3.8,Yellow,Good,256
2500,No,No,No,4,3.8,Yellow,Good,1186
2000,No,Yes,No,4,3.8,Yellow,Good,669
450,No,No,No,1,0,White,Not rated,2
1700,Yes,No,No,3,4.2,Green,Very Good,113
400,No,Yes,No,1,4,Green,Very Good,518
1600,Yes,Yes,No,3,4.1,Green,Very Good,1330
1550,Yes,No,No,3,4,Green,Very Good,1203
2000,Yes,No,No,4,4,Green,Very Good,79
2000,No,No,No,4,4.2,Green,Very Good,551
1650,Yes,No,No,3,4,Green,Very Good,1093
2100,Yes,Yes,No,4,4.2,Green,Very Good,578
1300,No,No,No,3,4.2,Green,Very Good,1914
600,No,No,No,2,4,Green,Very Good,220
700,No,No,No,2,4.4,Green,Very Good,912
1800,Yes,No,No,3,4.2,Green,Very Good,436
1100,Yes,No,No,3,3.1,Orange,Average,10
250,No,No,No,1,3.1,Orange,Average,12
450,No,Yes,No,1,3.3,Orange,Average,13
700,Yes,Yes,No,2,3,Orange,Average,11
400,No,No,No,1,3.2,Orange,Average,19
450,No,No,No,1,3.3,Orange,Average,73
450,No,No,No,1,3.2,Orange,Average,23
150,No,No,No,1,3.2,Orange,Average,11
500,No,No,No,2,3.1,Orange,Average,10
550,No,No,No,2,2.6,Orange,Average,49
1200,Yes,No,No,3,2.8,Orange,Average,15
200,No,No,No,1,3.2,Orange,Average,100
1100,Yes,No,No,3,2.7,Orange,Average,63
800,Yes,Yes,No,2,2.7,Orange,Average,45
750,No,No,No,2,3,Orange,Average,4
700,No,No,No,2,3.3,Orange,Average,57
650,No,No,No,2,3.3,Orange,Average,12
400,No,Yes,No,1,3.3,Orange,Average,35
350,No,Yes,No,1,3,Orange,Average,6
700,No,No,No,2,3.4,Orange,Average,143
350,No,No,No,1,2.7,Orange,Average,23
550,No,Yes,No,2,2.7,Orange,Average,41
300,No,Yes,No,1,3.2,Orange,Average,29
500,No,No,No,2,3.3,Orange,Average,13
350,No,No,No,1,3.2,Orange,Average,16
600,No,No,No,2,3.2,Orange,Average,31
550,No,Yes,Yes,2,2.7,Orange,Average,46
300,No,No,No,1,3.1,Orange,Average,9
300,No,No,No,1,2.8,Orange,Average,23
400,No,No,No,1,3.1,Orange,Average,7
450,No,No,No,1,2.7,Orange,Average,15
450,No,No,No,1,3.2,Orange,Average,9
800,No,Yes,No,2,2.6,Orange,Average,67
400,No,No,No,1,3.3,Orange,Average,17
600,No,No,No,2,2.8,Orange,Average,4
1200,Yes,Yes,No,3,3.2,Orange,Average,74
600,No,No,No,2,3,Orange,Average,5
50,No,No,No,1,2.8,Orange,Average,8
800,Yes,No,No,2,3.2,Orange,Average,50
300,No,No,No,1,2.9,Orange,Average,16
600,No,No,No,2,3,Orange,Average,20
2500,Yes,No,No,4,3.2,Orange,Average,14
1100,Yes,No,No,3,3.4,Orange,Average,74
550,No,No,No,2,3.1,Orange,Average,20
1200,Yes,Yes,No,3,3.5,Yellow,Good,133
650,No,No,No,2,3.5,Yellow,Good,98
250,No,No,No,1,3.6,Yellow,Good,26
500,No,No,No,2,3.7,Yellow,Good,68
1000,Yes,No,No,3,3.6,Yellow,Good,283
1200,Yes,No,No,3,3.5,Yellow,Good,21
150,No,No,No,1,3.5,Yellow,Good,23
600,No,Yes,No,2,3.6,Yellow,Good,55
750,No,Yes,No,2,3.5,Yellow,Good,102
500,No,No,No,2,2.4,Red,Poor,20
350,No,No,No,1,2.1,Red,Poor,54
800,No,Yes,No,2,2.4,Red,Poor,39
200,No,No,No,1,2.9,Orange,Average,6
250,No,No,No,1,3,Orange,Average,15
200,No,No,No,1,2.9,Orange,Average,7
300,No,No,No,1,2.9,Orange,Average,16
300,No,No,No,1,3,Orange,Average,6
400,No,No,No,1,2.9,Orange,Average,9
350,No,No,No,1,2.9,Orange,Average,5
150,No,No,No,1,2.9,Orange,Average,4
500,No,Yes,No,2,2.5,Orange,Average,50
100,No,No,No,1,3.1,Orange,Average,12
500,No,No,No,2,3.2,Orange,Average,79
150,No,No,No,1,3.3,Orange,Average,20
650,No,Yes,No,2,3.2,Orange,Average,52
500,No,Yes,No,2,3.3,Orange,Average,26
350,No,No,No,1,3.2,Orange,Average,11
700,No,No,No,2,2.9,Orange,Average,13
700,No,No,No,2,3.1,Orange,Average,75
150,No,No,No,1,3.3,Orange,Average,26
700,No,No,No,2,2.9,Orange,Average,10
300,No,No,No,1,3.2,Orange,Average,6
500,No,No,No,2,3.3,Orange,Average,12
350,No,Yes,No,1,3.1,Orange,Average,22
400,No,No,No,1,3.2,Orange,Average,30
100,No,No,No,1,3.3,Orange,Average,12
400,No,No,No,1,2.6,Orange,Average,15
300,No,No,No,1,3.2,Orange,Average,10
400,No,No,No,1,3,Orange,Average,11
400,No,No,No,1,3,Orange,Average,16
100,No,No,No,1,3.4,Orange,Average,15
600,No,No,No,2,3.1,Orange,Average,8
450,No,No,No,1,2.7,Orange,Average,18
400,No,No,No,1,3.1,Orange,Average,10
100,No,No,No,1,3.3,Orange,Average,20
550,No,No,No,2,3.3,Orange,Average,16
500,No,No,No,2,3.4,Orange,Average,39
800,No,Yes,No,2,2.9,Orange,Average,66
250,No,No,No,1,3.1,Orange,Average,7
500,No,Yes,No,2,3.1,Orange,Average,54
500,No,No,No,2,3.1,Orange,Average,44
600,No,No,No,2,3.1,Orange,Average,15
800,Yes,No,No,2,2.9,Orange,Average,14
350,No,No,No,1,3,Orange,Average,4
200,No,No,No,1,3.1,Orange,Average,13
300,No,No,No,1,3.2,Orange,Average,31
550,No,No,No,2,3.6,Yellow,Good,22
450,No,No,No,1,3.5,Yellow,Good,21
300,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,1
600,No,No,No,2,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,2
350,No,No,No,1,0,White,Not rated,3
400,No,Yes,No,1,0,White,Not rated,2
350,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,2
550,No,No,No,2,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,1
450,No,No,No,1,0,White,Not rated,2
350,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,3
400,No,Yes,No,1,3.1,Orange,Average,10
2200,Yes,No,No,4,3.5,Yellow,Good,218
300,No,No,No,1,0,White,Not rated,1
1500,Yes,No,No,3,0,White,Not rated,1
600,No,No,No,2,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,3.4,Orange,Average,44
500,No,No,No,2,3,Orange,Average,7
100,No,No,No,1,3.1,Orange,Average,4
250,No,Yes,No,1,2.7,Orange,Average,4
250,No,No,No,1,2.8,Orange,Average,8
400,No,Yes,No,1,2.7,Orange,Average,7
450,No,Yes,No,1,3.2,Orange,Average,56
150,No,Yes,No,1,3.3,Orange,Average,6
600,No,No,No,2,3,Orange,Average,4
100,No,Yes,No,1,2.6,Orange,Average,10
550,No,No,No,2,3.3,Orange,Average,40
700,No,Yes,No,2,3.4,Orange,Average,49
100,No,No,No,1,3,Orange,Average,4
400,No,No,No,1,2.7,Orange,Average,9
450,No,Yes,No,1,2.6,Orange,Average,102
200,No,No,No,1,3.8,Yellow,Good,183
650,No,Yes,No,2,3.7,Yellow,Good,270
600,No,Yes,No,2,3.6,Yellow,Good,75
800,Yes,Yes,No,2,3.5,Yellow,Good,116
250,No,No,No,1,0,White,Not rated,0
250,No,Yes,No,1,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,3
250,No,No,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,1
300,No,Yes,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,2
400,No,Yes,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,1
200,No,Yes,No,1,0,White,Not rated,3
350,No,Yes,No,1,0,White,Not rated,1
300,No,Yes,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,0
200,No,Yes,No,1,0,White,Not rated,3
400,No,No,No,1,0,White,Not rated,0
400,No,Yes,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
300,No,Yes,No,1,3.4,Orange,Average,22
600,No,Yes,No,2,3,Orange,Average,32
1000,Yes,Yes,No,3,3.1,Orange,Average,8
500,No,Yes,No,2,3.4,Orange,Average,45
700,No,No,No,2,2.5,Orange,Average,47
650,No,Yes,No,2,3.4,Orange,Average,59
550,No,Yes,No,2,2.9,Orange,Average,39
650,No,Yes,No,2,2.9,Orange,Average,31
800,No,Yes,No,2,2.8,Orange,Average,54
250,No,No,No,1,3.3,Orange,Average,40
500,No,No,No,2,2.6,Orange,Average,50
600,No,No,No,2,3.1,Orange,Average,18
500,No,No,No,2,3.1,Orange,Average,33
300,No,Yes,No,1,3,Orange,Average,41
200,No,No,No,1,3.5,Yellow,Good,70
550,No,Yes,No,2,3.7,Yellow,Good,269
600,No,No,No,2,3.8,Yellow,Good,472
500,No,Yes,No,2,3.8,Yellow,Good,21
1000,No,Yes,No,3,3.7,Yellow,Good,57
550,No,No,No,2,3.8,Yellow,Good,63
550,No,No,No,2,3.5,Yellow,Good,54
1000,Yes,No,No,3,0,White,Not rated,2
500,No,No,No,2,3.5,Yellow,Good,515
150,No,No,No,1,4.1,Green,Very Good,577
300,No,No,No,1,3.4,Orange,Average,32
300,No,No,No,1,3.2,Orange,Average,23
600,No,No,No,2,3.3,Orange,Average,23
500,No,No,No,2,3.3,Orange,Average,12
550,No,No,No,2,3.1,Orange,Average,20
200,No,No,No,1,3.3,Orange,Average,7
450,No,No,No,1,3.2,Orange,Average,11
450,No,Yes,No,1,2.8,Orange,Average,13
100,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
700,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,4.2,Green,Very Good,762
250,No,No,No,1,2.8,Orange,Average,8
400,No,Yes,No,1,2.6,Orange,Average,5
250,No,No,No,1,3.3,Orange,Average,13
400,No,No,No,1,3.1,Orange,Average,24
500,No,Yes,No,2,3.1,Orange,Average,18
350,No,No,No,1,2.9,Orange,Average,13
500,No,No,No,2,2.8,Orange,Average,14
250,No,No,No,1,3,Orange,Average,74
450,No,No,No,1,2.7,Orange,Average,18
450,No,No,No,1,2.8,Orange,Average,14
200,No,No,No,1,3,Orange,Average,7
200,No,No,No,1,3.2,Orange,Average,15
200,No,No,No,1,2.8,Orange,Average,9
100,No,No,No,1,3.1,Orange,Average,8
150,No,No,No,1,3,Orange,Average,11
250,No,Yes,No,1,3.4,Orange,Average,17
250,No,No,No,1,2.9,Orange,Average,11
700,No,No,No,2,2.6,Orange,Average,46
600,No,Yes,No,2,2.6,Orange,Average,10
250,No,Yes,No,1,3.2,Orange,Average,4
200,No,Yes,No,1,3.4,Orange,Average,188
200,No,No,No,1,3,Orange,Average,9
500,No,Yes,No,2,2.6,Orange,Average,8
400,No,No,No,1,3.1,Orange,Average,7
500,No,Yes,No,2,2.7,Orange,Average,64
400,No,No,No,1,3.3,Orange,Average,61
300,No,No,No,1,3,Orange,Average,13
600,No,No,No,2,2.9,Orange,Average,7
900,No,Yes,No,2,3.4,Orange,Average,31
300,No,Yes,No,1,3,Orange,Average,8
200,No,No,No,1,2.8,Orange,Average,8
500,No,Yes,No,2,2.9,Orange,Average,17
400,No,No,No,1,2.8,Orange,Average,34
300,No,No,No,1,3.3,Orange,Average,29
350,No,No,No,1,3.1,Orange,Average,21
200,No,Yes,No,1,2.8,Orange,Average,7
500,No,No,No,2,2.7,Orange,Average,25
300,No,No,No,1,3.4,Orange,Average,31
350,No,No,No,1,3,Orange,Average,10
300,No,Yes,No,1,3.2,Orange,Average,23
350,No,No,No,1,3.1,Orange,Average,7
250,No,No,No,1,3.1,Orange,Average,13
250,No,No,No,1,3.1,Orange,Average,10
600,No,Yes,No,2,3.5,Yellow,Good,22
500,No,Yes,No,2,3.5,Yellow,Good,66
200,No,No,No,1,3.8,Yellow,Good,70
600,No,Yes,No,2,3.8,Yellow,Good,270
800,No,Yes,No,2,3.7,Yellow,Good,40
500,No,No,No,2,3.5,Yellow,Good,54
500,No,No,No,2,0,White,Not rated,3
250,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
800,No,Yes,No,2,2.4,Red,Poor,41
400,No,Yes,No,1,2.1,Red,Poor,121
500,No,Yes,No,2,2.2,Red,Poor,120
800,No,Yes,No,2,4.1,Green,Very Good,675
2000,No,No,No,4,3.3,Orange,Average,20
5000,Yes,No,No,4,3.5,Yellow,Good,114
2000,No,No,No,4,3.9,Yellow,Good,90
3000,Yes,No,No,4,3.5,Yellow,Good,39
4500,Yes,No,No,4,3.8,Yellow,Good,273
4500,Yes,No,No,4,4,Green,Very Good,189
1000,Yes,No,No,3,3.5,Yellow,Good,26
600,No,No,No,2,2.5,Orange,Average,66
650,No,No,No,2,3.1,Orange,Average,15
650,No,No,No,2,3.1,Orange,Average,81
400,No,No,No,1,3.3,Orange,Average,205
1000,Yes,No,No,3,3.1,Orange,Average,54
700,No,No,No,2,2.5,Orange,Average,81
650,No,Yes,No,2,3.2,Orange,Average,67
150,No,No,No,1,2.9,Orange,Average,8
1000,Yes,Yes,No,3,2.6,Orange,Average,72
250,No,No,No,1,3.4,Orange,Average,51
700,No,Yes,No,2,3.2,Orange,Average,75
250,No,No,No,1,2.7,Orange,Average,27
200,No,No,No,1,3.2,Orange,Average,15
400,No,No,No,1,2.6,Orange,Average,32
1500,Yes,No,No,3,3,Orange,Average,7
450,No,No,No,1,2.9,Orange,Average,49
400,No,No,No,1,3.1,Orange,Average,12
500,No,No,No,2,2.6,Orange,Average,26
250,No,No,No,1,3.3,Orange,Average,25
350,No,No,No,1,2.9,Orange,Average,12
850,Yes,No,No,2,2.5,Orange,Average,55
1000,Yes,No,No,3,3.2,Orange,Average,18
700,No,Yes,No,2,3.4,Orange,Average,98
200,No,No,No,1,3.1,Orange,Average,8
350,No,No,No,1,2.9,Orange,Average,6
400,No,No,No,1,2.7,Orange,Average,10
700,Yes,Yes,No,2,3.3,Orange,Average,171
500,No,Yes,No,2,3.2,Orange,Average,66
600,No,No,No,2,3.1,Orange,Average,11
2200,Yes,No,No,4,3.1,Orange,Average,10
300,No,No,No,1,3.6,Yellow,Good,26
500,No,No,No,2,3.5,Yellow,Good,14
400,No,Yes,No,1,3.8,Yellow,Good,330
1000,No,Yes,No,3,3.8,Yellow,Good,25
2000,Yes,Yes,No,4,3.7,Yellow,Good,393
300,No,Yes,No,1,3.9,Yellow,Good,200
1800,Yes,Yes,No,3,3.5,Yellow,Good,148
600,No,No,No,2,3.8,Yellow,Good,202
300,No,No,No,1,3.6,Yellow,Good,58
1000,Yes,No,No,3,0,White,Not rated,2
450,No,No,No,1,2.3,Red,Poor,52
2900,Yes,No,No,4,4.1,Green,Very Good,665
2100,Yes,No,No,4,4.1,Green,Very Good,278
1000,No,No,No,3,4.1,Green,Very Good,3495
500,No,No,No,2,2.8,Orange,Average,8
450,No,No,No,1,3,Orange,Average,63
400,No,No,No,1,3.3,Orange,Average,13
500,No,No,No,2,2.7,Orange,Average,19
700,No,No,No,2,3.1,Orange,Average,55
550,No,No,No,2,3.1,Orange,Average,53
300,No,No,No,1,2.9,Orange,Average,13
150,No,No,No,1,2.9,Orange,Average,7
500,No,No,No,2,3.2,Orange,Average,19
2000,Yes,No,No,4,3.7,Yellow,Good,131
200,No,No,No,1,3.6,Yellow,Good,25
1000,Yes,No,No,3,3.8,Yellow,Good,194
450,No,No,No,1,3.7,Yellow,Good,162
400,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,2
2600,Yes,Yes,No,4,4.2,Green,Very Good,2549
400,No,No,No,1,2.7,Orange,Average,11
200,No,No,No,1,2.9,Orange,Average,5
1000,Yes,No,No,3,2.9,Orange,Average,7
200,No,No,No,1,2.7,Orange,Average,14
600,No,No,No,2,2.9,Orange,Average,6
550,No,No,No,2,3,Orange,Average,5
300,No,No,No,1,3.2,Orange,Average,17
600,No,Yes,No,2,2.5,Orange,Average,6
600,No,No,No,2,3.1,Orange,Average,16
400,No,No,No,1,3.1,Orange,Average,12
600,No,No,No,2,2.9,Orange,Average,11
700,No,No,No,2,3.1,Orange,Average,6
950,Yes,No,No,2,2.8,Orange,Average,17
800,Yes,No,No,2,3,Orange,Average,22
550,No,No,No,2,3,Orange,Average,5
500,No,No,No,2,3.1,Orange,Average,8
900,Yes,No,No,2,2.8,Orange,Average,10
500,No,No,No,2,2.9,Orange,Average,15
900,Yes,No,No,2,2.9,Orange,Average,6
300,No,No,No,1,2.8,Orange,Average,5
550,No,No,No,2,2.9,Orange,Average,5
1000,Yes,No,No,3,3.1,Orange,Average,16
200,No,No,No,1,2.9,Orange,Average,5
450,No,No,No,1,2.9,Orange,Average,6
700,No,No,No,2,3.9,Yellow,Good,23
150,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,0
600,No,Yes,No,2,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
1000,No,No,No,3,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,2
650,No,No,No,2,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,1
350,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,3
450,No,No,No,1,0,White,Not rated,3
350,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,2
500,No,No,No,2,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,2
500,No,No,No,2,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,2
450,No,No,No,1,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,1
450,No,No,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,2
150,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
1000,Yes,No,No,3,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,1
2000,Yes,No,No,4,2.7,Orange,Average,17
3200,Yes,No,No,4,3.4,Orange,Average,39
3000,Yes,No,No,4,3.3,Orange,Average,57
500,No,No,No,2,3,Orange,Average,8
500,No,No,No,2,3.2,Orange,Average,13
450,No,No,No,1,3.1,Orange,Average,7
450,No,No,No,1,3.1,Orange,Average,8
300,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,0
550,No,No,No,2,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
450,No,No,No,1,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,1
700,No,Yes,No,2,3.2,Orange,Average,93
400,No,No,No,1,3.3,Orange,Average,78
450,No,No,No,1,3.1,Orange,Average,7
450,No,No,No,1,2.5,Orange,Average,52
1550,Yes,Yes,No,3,3.3,Orange,Average,191
500,No,No,No,2,3.4,Orange,Average,75
350,No,No,No,1,3.3,Orange,Average,51
650,No,Yes,No,2,3.3,Orange,Average,35
800,No,Yes,No,2,3.4,Orange,Average,297
800,No,No,No,2,3.2,Orange,Average,245
650,No,Yes,No,2,2.7,Orange,Average,68
500,No,No,No,2,3.3,Orange,Average,105
200,No,Yes,No,1,3.4,Orange,Average,45
800,Yes,Yes,No,2,3,Orange,Average,183
200,No,No,No,1,3,Orange,Average,15
400,No,Yes,No,1,2.8,Orange,Average,75
400,No,Yes,No,1,3.2,Orange,Average,17
300,No,Yes,No,1,3.3,Orange,Average,20
300,No,No,No,1,3.4,Orange,Average,214
600,No,Yes,No,2,2.6,Orange,Average,146
250,No,Yes,No,1,3.4,Orange,Average,103
550,No,Yes,No,2,3.3,Orange,Average,250
800,No,Yes,No,2,3.4,Orange,Average,50
400,No,No,No,1,3.2,Orange,Average,14
800,No,Yes,No,2,2.8,Orange,Average,120
700,No,Yes,No,2,3,Orange,Average,34
150,No,Yes,No,1,3.3,Orange,Average,62
500,No,Yes,No,2,3.4,Orange,Average,218
800,No,Yes,No,2,3.4,Orange,Average,217
500,No,Yes,No,2,2.8,Orange,Average,183
850,Yes,Yes,No,2,3.4,Orange,Average,155
800,Yes,Yes,No,2,2.8,Orange,Average,198
600,No,Yes,Yes,2,3.4,Orange,Average,485
600,No,Yes,Yes,2,3.2,Orange,Average,134
350,No,Yes,No,1,3.3,Orange,Average,37
600,No,Yes,No,2,3.6,Yellow,Good,61
900,No,Yes,No,2,3.5,Yellow,Good,226
500,No,Yes,No,2,3.9,Yellow,Good,100
1000,No,Yes,No,3,3.9,Yellow,Good,113
850,No,Yes,No,2,3.9,Yellow,Good,50
650,No,Yes,No,2,3.8,Yellow,Good,306
750,No,Yes,No,2,3.5,Yellow,Good,361
600,No,Yes,No,2,3.6,Yellow,Good,290
800,No,Yes,No,2,3.7,Yellow,Good,93
400,No,Yes,No,1,3.7,Yellow,Good,370
700,No,Yes,No,2,3.8,Yellow,Good,55
600,No,Yes,No,2,3.7,Yellow,Good,132
400,No,Yes,No,1,3.7,Yellow,Good,145
250,No,No,No,1,3.8,Yellow,Good,45
350,No,No,No,1,3.5,Yellow,Good,52
500,No,Yes,No,2,3.7,Yellow,Good,99
150,No,No,No,1,3.6,Yellow,Good,82
850,Yes,Yes,No,2,3.5,Yellow,Good,99
100,No,No,No,1,3.6,Yellow,Good,114
650,No,No,No,2,3.6,Yellow,Good,427
600,No,No,No,2,3.7,Yellow,Good,408
700,No,Yes,No,2,3.5,Yellow,Good,60
700,No,Yes,No,2,3.6,Yellow,Good,412
1500,No,No,No,3,3.9,Yellow,Good,38
450,No,No,No,1,3.7,Yellow,Good,137
700,No,Yes,No,2,3.5,Yellow,Good,259
1500,No,Yes,No,3,3.6,Yellow,Good,148
850,No,Yes,No,2,3.6,Yellow,Good,268
400,No,Yes,No,1,3.9,Yellow,Good,91
1500,Yes,Yes,No,3,3.5,Yellow,Good,104
